condition_id,question,entry_time,yes_price,first_trade_notional,resolution_time,resolved_yes,n_trades
0xdbf85caae47a1f570b023a578105caf175f9d7c605cbe1067532dc528bf38ab3,Will Trump win Washington Republican Primary? ,2024-03-12T08:54:16+00:00,0.999,221.778,2024-03-13T07:28:36+00:00,True,6
0xbae271d25e248cb2a3ba8de253fa484c56cd1781658bf31a138a55bf64221bf7,Will Roger Wicker win the Mississippi Republican Senate Primary?,2024-03-12T14:06:40+00:00,0.996,249.0,2024-03-13T06:45:18+00:00,True,6
0x4a8183c08ef4873a72f5048caf012399858439f2222dc52f23e446476f06cdcf,Senegal Presidential Election: Khalifa Sall wins?,2024-03-13T00:24:48+00:00,0.05,20.0,2024-03-28T04:47:55+00:00,False,15
0x602901d518b7b4c5d278493a16db3118aa5c0dc535c64f8295311218d87bd3a6,Senegal Presidential Election: Idrissa Seck wins?,2024-03-13T00:25:16+00:00,0.04,10.0,2024-03-28T04:47:49+00:00,False,10
0x3a4d594380758d83a56be39870760fb8308d6a89d499c10c52242ab7442fcbee,Senegal Presidential Election: Amadou Ba wins?,2024-03-13T00:32:01+00:00,0.82,36.0,2024-03-28T04:57:55+00:00,False,39
0xe89a8e123fa48c9fe69e322f8f79c47752e5dbc69f92de73fb67d48b281df0af,Senegal Presidential Election: Another candidate wins?,2024-03-13T00:46:31+00:00,0.034,3.4,2024-03-28T04:52:39+00:00,False,18
0x6dba4bbc7de7c910b460af2a88053a5647c1b0bec1da6e0196308a7b294cdf44,Will Dan Eubanks win the Mississippi Republican Senate Primary?,2024-03-13T01:13:48+00:00,0.001,1998.0,2024-03-13T06:40:15+00:00,False,2
0xafc6c1e7b5a8f43f68ca10f8c2a14f4f1101c146f0cf93afc210567e699d5b37,Will Ghannon Burton win the Mississippi Republican Senate Primary?,2024-03-13T01:14:00+00:00,0.001,999.0,2024-03-13T06:45:12+00:00,False,2
0x77d4493757464b3bdc1c7ae624a5e3070abb2419c01c266b1bbeb1854df7967d,Will the DPK win the most seats in the South Korean election?,2024-03-18T17:27:37+00:00,0.38,5.0,2024-04-11T14:31:47+00:00,True,76
0x752a37b21dac984692e419b3ca97fa1c989b2c3fa6b8a69b331bcafc897ca502,Will Vince Fong win CA-20 Special Election? ,2024-03-19T16:12:43+00:00,0.9,9.0,2024-05-22T07:26:30+00:00,True,38
0xf6ba6380b31896a6ea124b1ee4d5f513c9d5037d64efa148871379d95637ab68,Will Ben Dewell win CA-20 Special Election?,2024-03-19T16:12:45+00:00,0.001,9.99,2024-03-21T10:36:12+00:00,False,2
0x86fb96ddc93f63ef5463d5ba994ca8c1d34672c284f391dce5ac2fbf040d39ea,Will James Cardoza win CA-20 Special Election?,2024-03-19T16:12:45+00:00,0.001,9.99,2024-03-21T10:36:18+00:00,False,2
0x836fdc987a9ec39043a75b8c65643647cb03ad18432180b06820bd5446a0f805,Will Mike Boudreaux win CA-20 Special Election?,2024-03-19T16:12:45+00:00,0.05,9.5,2024-05-22T07:26:24+00:00,False,18
0xdb00703a603b2582d99d8ce49ccf0f631f1c979dbc19a328d5d11285e42b381e,Will Marisa Wood win CA-20 Special Election?,2024-03-19T16:12:45+00:00,0.05,9.5,2024-03-24T09:09:27+00:00,False,7
0x0c4648bab1119f688dac47d44ac1088449ba4f2c96d084989c1308a4288f63ed,Will Kyle Kirkland win CA-20 Special Election?,2024-03-19T16:12:45+00:00,0.001,9.99,2024-03-24T09:09:33+00:00,False,2
0x9d034d5b0633677f58ca707178d2bb4d784aa8fe6647a91eeaddd2fae658cb40,Will David Fluhart win CA-20 Special Election?,2024-03-19T16:12:45+00:00,0.001,9.99,2024-03-21T10:36:08+00:00,False,3
0x3e9d530924e84129f1ace92b38c687a12f2750769b7e92b7a877d17f240b5c0a,Will Harmesh Kumar win CA-20 Special Election?,2024-03-19T16:12:45+00:00,0.001,9.99,2024-03-21T10:45:44+00:00,False,2
0x39ddf59e142b22f5ecd400bbe1e3e39b4c77e1650f433ffe6717b84d8631a95e,Will Anna Zoë Cohen win CA-20 Special Election?,2024-03-19T16:12:47+00:00,0.001,9.99,2024-03-21T10:26:22+00:00,False,2
0x6f12706a5caa97080ff196422c499704adeb814787c63d4fbac1b0daa21952f8,Will a candidate from another party win Texas Presidential Election?,2024-03-19T16:35:49+00:00,0.01,198.0,2024-11-06T12:10:48+00:00,False,9442
0x294fd2771d72317ab0888137193aac7dc90decd924cfcd69923edbc28d23d581,Will a Democrat win Minnesota in the 2024 US Presidential Election?,2024-03-19T18:47:08+00:00,0.83,3.4,2024-11-06T12:30:24+00:00,True,2849
0x883f6ac0468d3449161454db37acb951bad5b55a7752bc2dd007e40356cee353,Will a Republican win Texas in the 2024 US Presidential Election?,2024-03-19T19:48:01+00:00,0.88,0.6,2024-11-06T10:39:17+00:00,True,4954
0x896ed831aef8b7210f9d100c9ea42e41eae0575c9b6ad0f1fef26620f48d22f7,Will a Democrat win Texas in the 2024 US Presidential Election?,2024-03-19T19:50:01+00:00,0.12,0.6,2024-11-06T12:10:32+00:00,False,2324
0x5a06bb8f86198aac8ae8b9a2610f1bdcf8954123dc51d51a3e6c492f88821ba8,Will a Republican win Florida in the 2024 US Presidential Election?,2024-03-19T22:19:22+00:00,0.83,8.5,2024-11-06T10:15:02+00:00,True,5307
0xf596957aa36f2749bc6f18b15ecb262a4a13d5be5660b39194fc21465d9ddde8,Will a Democrat win Florida in the 2024 US Presidential Election?,2024-03-19T22:19:52+00:00,0.83,8.5,2024-11-06T10:05:34+00:00,False,2593
0x8d6c72da067c6a11bc691b8a2c59fde834cf6ad25d218be415989b2026bdf2b6,Will a Republican win Minnesota in the 2024 US Presidential Election?,2024-03-20T04:00:54+00:00,0.17,3.4,2024-11-06T12:30:12+00:00,False,1665
0xd1a699cf082e9c30893c368d292eb4117c5053d0f5a078f8dab9b431739be9d5,Senegal Presidential Election: Anta Babacar Ngom wins?,2024-03-21T20:39:48+00:00,0.001,1868.13,2024-03-28T04:48:03+00:00,False,14
0x2abe4425ea1f958574f8c2ddfa42ab89547c5577e55323f14f4e36e01e0b7d12,Senegal Presidential Election: Bassirou Diomaye Faye wins?,2024-03-22T01:38:48+00:00,0.19,5.0,2024-03-28T04:48:13+00:00,True,29
0xac5fc54e2b52e942afd4e10a0239df729e4bd9c3c60361f7f7eaae9bbf81fc0a,Will a candidate from another party win Nevada Presidential Election?,2024-03-23T01:35:12+00:00,0.002,5.9388,2024-11-09T20:11:46+00:00,False,8979
0x651ad058f0d3faed9d5b5447320530554a1a6a2dfba1769ef9234161980bfe69,Trump convicted of felony before Election?,2024-03-23T09:13:42+00:00,0.59,15.35,2024-05-30T23:35:05+00:00,True,352
0x1c4a876957f0c70fb3a579d714c1c125bf14bcc0a6d47073115a1855cd4dd9ab,Will a Democrat win New Hampshire in the 2024 US Presidential Election?,2024-03-23T20:14:09+00:00,0.84,1036.56,2024-11-06T17:54:10+00:00,True,3096
0xebeff3ff808378ef45ebdb3795e572beee54ca010b9911a720fc6fab6ae349c0,Will a candidate from another party win Florida Presidential Election?,2024-03-24T00:13:21+00:00,0.002,0.0916,2024-11-06T10:29:54+00:00,False,7875
0x3dd5115fa2533aef134177028f8f418c00165b72c33616310fe19cc14ca17177,Istanbul Mayoral Election 2024: Will another party win?,2024-03-25T19:15:41+00:00,0.001,199.8,2024-04-01T07:46:07+00:00,False,4
0x4eb0e9cf251ab50bc4488a67027db67b2b21d0020d8b7a2be57d1b3dbba5b974,Will a candidate from another party win Minnesota Presidential Election?,2024-03-26T18:52:25+00:00,0.005,1.1,2024-11-06T12:30:28+00:00,False,5385
0x9be6760eca88434624ecb3e9dbf3b1ff161c630559c52d80b2b23b8efbcd43bf,Will a Republican win New Hampshire in the 2024 US Presidential Election?,2024-03-27T08:08:15+00:00,0.15,1.0,2024-11-06T16:18:37+00:00,False,1986
0xbfb1fea57597c113c0324915c2982ccff11269ddd3be336cd12b3b5c9781f8a7,Will a candidate from another party win New Hampshire Presidential Election?,2024-03-28T12:41:32+00:00,0.0095,8.716,2024-11-06T16:23:51+00:00,False,6765
0xd4bf3fc5a704a712904f268db474122f1ffccec538a5df059f0f4c85d744a608,Will another party win the most seats in the South Korean election?,2024-03-28T16:46:50+00:00,0.001,249.9998,2024-04-11T12:23:39+00:00,False,9
0x155cc0bfdc26383ddd4f6718de3839f5e987a7d1da74b8979363e9a96d0938d9,Will a Democrat win Delaware Presidential Election?,2024-03-28T21:15:17+00:00,0.94,12.3,2024-11-06T15:00:30+00:00,True,526
0x21cb5bb2d1d97b8faa14829b54183c360d9dc449d6dd2298108792b50ead9d64,Will a candidate from another party win Washington Presidential Election?,2024-03-28T21:27:04+00:00,0.01,198.0,2024-11-06T15:59:23+00:00,False,1675
0x464970747ef4695bbf1d46757b122caa5b3fad410f8a79bcc773e6524b769835,Will a candidate from another party win Delaware Presidential Election?,2024-03-28T21:34:20+00:00,0.01,198.0,2024-11-06T15:05:08+00:00,False,1403
0xa93ffdf20f163f8968e73d9bafd9e95ee9759d74eaf073a7868693a17dfec9fe,Will a Democrat win Massachusetts Presidential Election?,2024-03-28T21:38:20+00:00,0.92,16.4,2024-11-06T15:54:32+00:00,True,2488
0x20eb5023dbcb09d0dda6fe89885b6951c33c3378cbfabfb6f584d3d0bc048a7a,Will a candidate from another party win New York Presidential Election?,2024-03-28T21:44:54+00:00,0.01,247.5,2024-11-06T15:29:25+00:00,False,6685
0x6c0ddc17f6f525151e6d5175eae71ce884384893778bf2c5adcd15475564b578,Will a candidate from another party win Rhode Island Presidential Election?,2024-03-28T21:46:20+00:00,0.01,247.5,2024-11-06T15:44:16+00:00,False,453
0x015f277ff86323fb0cc3045f6444c5188d9fb491231b644aecd9a08cab9da792,Will a Republican win Montana Presidential Election?,2024-03-28T21:47:24+00:00,0.91,18.45,2024-11-06T19:14:43+00:00,True,470
0xc61956bcb19342bb81fd4a033cc8c9375523d6f22c594936635ed2b7f10dd6e9,Will a Democrat win Montana Presidential Election?,2024-03-28T21:48:00+00:00,0.09,18.45,2024-11-06T19:14:51+00:00,False,345
0x6964df311eba3add433112c9ab13ef529c8e2e07e7c115b9cc548de035f5b25f,Will a Republican win California Presidential Election?,2024-03-28T21:48:10+00:00,0.1,0.5,2024-11-06T21:20:38+00:00,False,3239
0x0a573d0d2e1f013707b2b6b5429b35db371fdb31f67909ed719abb381b1de6e1,Will a Democrat win New York Presidential Election?,2024-03-28T21:50:40+00:00,0.94,0.37,2024-11-06T13:36:36+00:00,True,6687
0xe3cc8e738278608ba439c84bcab682ac9bb41563f8a82f6c0914f51b5cd40d29,Will a Republican win Nebraska Presidential Election?,2024-03-28T21:50:44+00:00,0.91,18.45,2024-11-06T11:44:38+00:00,True,735
0x5450fdfa7f5d9198c8bb06894478ab983dcf181c7796a84980fd7fd13d364e7b,Will a Democrat win Nebraska Presidential Election?,2024-03-28T21:50:56+00:00,0.09,18.45,2024-11-06T11:35:01+00:00,False,646
0xa5c337861d0065d84d68be1422f548899d71a2de80c49d8797231c6d3203d24c,Will a Republican win Oklahoma Presidential Election?,2024-03-28T21:54:50+00:00,0.91,18.45,2024-11-06T12:00:08+00:00,True,912
0x133c44a98706b564e8415b1b605b00a2aa0766ed431542e091e3a63be0207500,Will a Democrat win Oklahoma Presidential Election?,2024-03-28T21:55:00+00:00,0.09,18.45,2024-11-06T12:20:44+00:00,False,467
0xf597a7c656ff054e4f2d028e30ac5b68fcfe35f6360e07e093c5beb403e1945c,Will a candidate from another party win Tennessee Presidential Election?,2024-03-28T21:59:54+00:00,0.89,429.0,2024-11-06T12:45:32+00:00,False,771
0x4c7d2c53e508fdd3a615064ae680e7d8cd22596599d880b0faf8368831314d53,Will a candidate from another party win Mississippi Presidential Election?,2024-03-28T22:03:18+00:00,0.01,198.0,2024-11-06T12:35:02+00:00,False,927
0xb6b1978ecf92bc6a4834390d087d8d87472cb4aa8cf3af6bc21f4152b8b1c1c6,Will a Republican win Oregon Presidential Election?,2024-03-28T22:05:46+00:00,0.9,20.0,2024-11-06T20:45:14+00:00,False,1110
0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,2024-03-28T22:20:04+00:00,0.89,22.0,2024-11-06T09:00:42+00:00,True,7424
0xfefbd6fa16a276839af9d87e7e649b0ccc90a2b36e63b5e48f50fb8da76bcb33,Will a Republican win Virginia Presidential Election?,2024-03-28T22:20:26+00:00,0.11,22.0,2024-11-06T09:10:32+00:00,False,5583
0x8a33bf23210666f8f49a8fa8f7a54bb0a55a8b0c929f78c6bd4ce3867b80d832,Will a Democrat win Vermont Presidential Election?,2024-03-28T22:23:47+00:00,0.92,20.0,2024-11-20T17:38:30.502018+00:00,True,535
0x3acbd665f6918c5dd46f1b2d05073dc6b0247f5b9b67cd59c6ea89219111ff57,Will a Republican win Vermont Presidential Election?,2024-03-28T22:23:53+00:00,0.08,16.4,2024-11-06T13:55:56+00:00,False,416
0xdcde5ea48a22d2ab45d6a1c856223755e59771959733cf090d773783f524e939,Will a Democrat win South Carolina Presidential Election?,2024-03-28T22:55:59+00:00,0.09,45.45,2024-11-06T11:09:30+00:00,False,324
0xff7cd573927f01a491608361461bed7cfe60b86278ba4cc3c7b19eebde2a8c9e,Will a Republican win South Carolina Presidential Election?,2024-03-28T22:57:51+00:00,0.91,36.0,2024-11-06T11:04:24+00:00,True,450
0xf7fb94eb08c13612869e9854a9e57e589c21abea7f7cfc53ab01292844e10c71,Will a Republican win Hawaii Presidential Election?,2024-03-28T23:54:46+00:00,0.09,54.45,2024-11-06T09:40:35+00:00,False,960
0x1d372482a1170a5591237fb8881b1cfe25a1caf69adf58035d406530eb39556d,Will a Democrat win Hawaii Presidential Election?,2024-03-28T23:55:19+00:00,0.91,18.45,2024-11-06T17:19:34+00:00,True,1243
0xe0673ab015b7cee314e91600e7bfc7f5b45b9c8096279937a65027a228efb35b,Will a Republican win Kansas Presidential Election?,2024-03-29T00:10:57+00:00,0.91,22.5,2024-11-06T13:51:30+00:00,True,2799
0x4dd3a1104c66ef647b0d7468a9be755e7601d841cf19ac43fdfd1a28bc753d5f,Will a Democrat win Kansas Presidential Election?,2024-03-29T00:11:29+00:00,0.09,22.5,2024-11-06T13:46:02+00:00,False,1729
0x208938ca6a4b6474fc1a9346b6415c69bca34854f27e232200dea09eb18d23aa,Will a candidate from another party win New Mexico Presidential Election?,2024-03-29T01:29:00+00:00,0.019,14.25,2024-11-06T16:08:47+00:00,False,3596
0x1b82732ec6cfdd41beb8dbbe434a5e94c852bae6ecbf13118187bac4db7863cf,Will a candidate from another party win Ohio Presidential Election?,2024-03-29T01:34:18+00:00,0.01,6.0,2024-11-06T14:55:32+00:00,False,1965
0x64421b34635bdf97a3a10ff214069c087aa2728cbc44451cfad88517e1f942a3,Will a candidate from another party win Indiana Presidential Election?,2024-03-29T01:37:38+00:00,0.01,4.1,2024-11-06T17:19:28+00:00,False,1548
0x2dcaf14b767e1b22b18d46a91633435f8e724a7e8b75cfa51280b499e4f1cdcc,Will a Democrat win Oregon Presidential Election?,2024-03-29T03:38:42+00:00,0.92,690.0,2024-11-06T20:45:18+00:00,True,884
0x1652ed7c8396de76eb1c18c202e75def313f836c8184f52ae4236ca26990f115,Will a Republican win New York Presidential Election?,2024-03-29T05:59:05+00:00,0.08,230.0,2024-11-06T15:19:17+00:00,False,4854
0x7b00fb0579971faf62a2bba9a6411c5004e5ee6d7cce4f0528315334dbffbfd5,Will a Republican win Rhode Island Presidential Election?,2024-03-29T07:10:55+00:00,0.08,832.6,2024-11-06T15:38:54+00:00,False,316
0x3a0a1b7d617d2df321aa6d4866d7ab396cb3dfce490b530f32977a2683b88d4b,Will a Democrat win Illinois Presidential Election?,2024-03-29T11:41:13+00:00,0.9,40.0,2024-11-06T15:54:38+00:00,True,1450
0xb5d87b4baa886f6829f00fabccc625e4286a2656b58daf2260bb3e3c379d0b56,Will a candidate from another party win Oregon Presidential Election?,2024-03-29T14:51:49+00:00,0.0017,1.305,2024-11-06T20:40:18+00:00,False,1447
0xc3514ac8b4b9f772360803badb2fce1927e42d02ea5f8f278d7dd240e8f5ac5b,Will a Republican win Massachusetts Presidential Election?,2024-03-29T14:53:13+00:00,0.09,52.47,2024-11-06T15:49:32+00:00,False,1020
0xfe495172d67c0bd95c8c62b9a9f9815b6e35d9653e5a1f4f8c1abb051e4f3638,Will a candidate from another party win Massachusetts Presidential Election?,2024-03-29T14:53:17+00:00,0.002,1.138,2024-11-06T15:49:46+00:00,False,1482
0x24ace0c29dc2c801992ea6b7c795d3e7c4f2ad40343bc9f0becef694b2ef197f,Will a Democrat win California Presidential Election?,2024-03-29T15:23:51+00:00,0.92,260.0,2024-11-06T21:20:34+00:00,True,3467
0x05a16ffcfaa6948233c1cc448f87acddf1ea144597b424739dd4a2e07f397b04,Will a Republican win Delaware Presidential Election?,2024-03-29T15:59:07+00:00,0.06,376.0,2024-11-06T14:55:26+00:00,False,459
0xefa424b1850029ac2634a78dd451f2ca02bd4acb1ebb68146c4c5b68530cf0a5,Will a Democrat win Wyoming Presidential Election?,2024-03-29T17:16:22+00:00,0.07,35.0,2024-11-06T18:39:06+00:00,False,1516
0x953df935219461ccfd3cb6367cc03f03856e850e4a51194f4a963156c4272370,Will a Republican win Wyoming Presidential Election?,2024-03-29T17:16:26+00:00,0.93,35.0,2024-11-06T18:39:12+00:00,True,5736
0x7d5ecc7d978e4c1448dab5d54c0edf0111dc85ae3d42ae1d4d0cd6cef97b9f4d,Will a candidate from another party win Wyoming Presidential Election?,2024-03-29T17:16:26+00:00,0.002,499.0,2024-11-06T18:34:33+00:00,False,1381
0xce2a7ffa1b5d591638f8b59db57c2b104b12c5aafa5f1b373d270e8c56297a3a,Will a Democrat win West Virginia Presidential Election?,2024-03-29T17:19:20+00:00,0.07,87.5,2024-11-06T12:50:46+00:00,False,362
0xb31067bef802154e2a6fbe1fff825bf2769860dfa829c4bf71463bc357df3023,Will a Republican win West Virginia Presidential Election?,2024-03-29T17:19:22+00:00,0.93,122.5,2024-11-06T12:50:48+00:00,True,771
0xa9c1b7bfa73021c7a5a975b5eca08c7c0d7779579b063fcbddb89d33543894e0,Will a candidate from another party win West Virginia Presidential Election?,2024-03-29T17:19:24+00:00,0.002,1746.5,2024-11-06T12:50:38+00:00,False,1782
0xfd5c9b03f12eecadb202a974172578039283f7b4105209a86ef3003d7e88835a,Will a Republican win Utah Presidential Election?,2024-03-29T18:44:06+00:00,0.92,16.4,2024-11-06T14:40:47+00:00,True,769
0x21bf01cb8e4021da107bcf197c3c5704fa1ca09cbffc463927ca178fa07f541f,Will a Democrat win Utah Presidential Election?,2024-03-29T18:47:58+00:00,0.08,8.0,2024-11-06T14:40:37+00:00,False,317
0xedbc7a52c7ab97eb762ad093cfd1d40320e7773d86f5a7d0d8974a4ec86b3bb1,Will a Democrat win Indiana Presidential Election?,2024-03-29T21:05:38+00:00,0.08,16.47,2024-11-06T17:05:06+00:00,False,475
0x689a0b1047d08a1081d604c8c09c4eb5719cbd0e926e4e8492800ce58578bd79,Will a Republican win Maine Presidential Election?,2024-03-30T00:34:50+00:00,0.1,213.3,2024-11-07T03:38:52+00:00,False,1124
0x372f717882a5bf292d2f9de80ab3c43c7dc4817e88d7134ae36484238486c622,Will a Democrat win Maine Presidential Election?,2024-03-30T00:35:06+00:00,0.9,213.3,2024-11-07T03:38:48+00:00,True,1521
0x046d3459a28aa3f95d36138e2209c32b0e8a6aee96023ccbfc82f44735d0644d,Will a Republican win Kentucky Presidential Election?,2024-03-30T06:52:09+00:00,0.9,600.0,2024-11-06T10:48:33+00:00,True,4001
0x009f3196eb90f47b7eb23e1cc0b06759806df193ec58a0dab081eaabbe8a1310,Will a Republican win Ohio Presidential Election?,2024-03-30T07:52:21+00:00,0.91,2.0,2024-11-06T15:05:12+00:00,True,1316
0x73531e600541608053a7fb2fc3261821485fb0d26450dea661af6961c65bf440,"Will Donald Trump be President of the USA on July 4, 2024?",2024-03-30T08:10:27+00:00,0.02,7.83,2024-07-04T18:01:44+00:00,False,203
0xcec7958225b06aa2464a72d934ddcc9b66bb6f35ad065010496d8db92de412a0,Will a Republican win Alaska Presidential Election?,2024-03-30T13:35:45+00:00,0.9,40.0,2024-11-07T22:44:26+00:00,True,1612
0x0c25a43d20f2c87f9331ff8120be49de2573ce46258a3f9af6f6a412b9438fc5,Will a Democrat win Tennessee Presidential Election?,2024-03-30T15:05:07+00:00,0.08,32.0,2024-11-06T11:24:41+00:00,False,467
0x6b89b43695129504b3c3f262ec7aef7d26555e46e010b646f4a567c3f27f780e,Will a Democrat win Kentucky Presidential Election?,2024-03-30T16:05:12+00:00,0.09,36.45,2024-11-06T10:29:58+00:00,False,632
0x67d2bcb7a91e89e038fd81dd724622e7aba4c8db28e18133fc75ba02db1a05a0,Will a Republican win Maryland Presidential Election?,2024-03-30T22:20:24+00:00,0.08,22.0,2024-11-06T18:04:02+00:00,False,2139
0xfdbfcaa8f6ace709a0a5078eb5932d8600edcba6f91fc878eb4d3923980ed2f1,Will a Democrat win Maryland Presidential Election?,2024-03-31T00:17:04+00:00,0.92,46.0,2024-11-06T18:03:50+00:00,True,2460
0xad628d8ce4e2892b453b1204bcaa8ce592bdf98dfa14aa37ffc54c9b585296c3,Will a Democrat win Mississippi Presidential Election?,2024-03-31T00:36:18+00:00,0.08,0.92,2024-11-06T12:20:38+00:00,False,271
0x253d32feaaee1bc6eaa4e147470d33c2f4638224eae188960653486e5bf658db,Will a Democrat win Washington Presidential Election?,2024-03-31T00:48:36+00:00,0.91,182.0,2024-11-06T13:26:41+00:00,True,2887
0xccfc2642dcc76756895c101dcf98f3cba65cb501026354a533ae25e7112382c9,Will a Republican win Washington Presidential Election?,2024-03-31T00:50:44+00:00,0.09,182.0,2024-11-06T15:49:36+00:00,False,604
0x02a86b9c8a85e3e148d8362059355f7d2fac8959e15661c68fccdd65fb901397,Will a Republican win Tennessee Presidential Election?,2024-03-31T01:52:45+00:00,0.91,910.0,2024-11-06T12:10:42+00:00,True,837
0x73b831f2d0b3af722af24ff96b9475246843cae9af44eaacb9ef1d41acc3560e,Will a candidate from another party win Vermont Presidential Election?,2024-03-31T01:55:15+00:00,0.01,9.44,2024-11-06T13:56:02+00:00,False,762
0x5f71c0396254199eca645d987c489df1690e6a42eefc9c5b377b7bf68f7ee926,Will a Republican win New Jersey Presidential Election?,2024-03-31T23:38:59+00:00,0.09,15.67,2024-11-06T12:25:16+00:00,False,1770
0xfa5a7ff654fb16fbbba2891bb08888d7b876581fed0e09c108919a8ec9732f18,Will a Democrat win New Jersey Presidential Election?,2024-04-01T11:00:23+00:00,0.9,300.0,2024-11-06T14:15:52+00:00,True,7340
0x73e79bf159ec7f40a56830f4f0e27a608a15325e427ae43a06772c1549948885,Will a Republican win Alabama Presidential Election?,2024-04-02T01:27:49+00:00,0.92,552.0,2024-11-06T12:10:36+00:00,True,876
0x75dbc3dc5f2a45b64a11fe7f7b4087dedc48245f63ee2883afe701ebc57fbf88,Will a candidate from another party win Kentucky Presidential Election?,2024-04-02T01:29:43+00:00,0.002,1996.0,2024-11-06T12:45:36+00:00,False,2500
0x436b731d219f6da8caf7147d02d2a18e31ca770154225aef63c52f632e36e564,Will a Republican win Colorado Presidential Election?,2024-04-02T02:14:17+00:00,0.09,227.5,2024-11-06T20:04:34+00:00,False,1869
0x9f41292bea56c1a5671306d4285d1912af1a23e62bae6e58e6c0dc517cc98d46,Will a Republican win Texas US Senate Election?,2024-04-03T22:15:52+00:00,0.78,159.9,2024-11-07T15:39:27+00:00,True,1498
0x352ac53453f995e751d2d90c7d781441eba9d1c4c7ebbc8e738fc570a543665b,Will a Republican win Wisconsin US Senate Election?,2024-04-03T22:29:18+00:00,0.31,141.45,2024-11-07T19:02:42+00:00,False,711
0x25e48d2f5c66a03982f233e67f8131159e884dc186e6a55cc2e413d07e74830c,Will a Republican win Montana US Senate Election?,2024-04-03T22:30:04+00:00,0.5,102.5,2024-11-06T22:09:53+00:00,True,1355
0x6e4832d8bb73fa29bf29848a4687a379a2565a4ced2cb2c87b849fc51da4bcba,Will a Democrat win Maryland US Senate Election?,2024-04-03T22:42:03+00:00,0.76,49.2,2024-11-07T16:48:54+00:00,True,482
0x3ceadb2db8926fcc1e9f5b28d765ee20721f2aa9537bdb5d17f0fa2ab7cbd5cc,Will a Republican win Maryland US Senate Election?,2024-04-03T22:42:27+00:00,0.23,47.15,2024-11-07T16:28:38+00:00,False,445
0x163854cc14ae2580e74e10bd1a5aecba0036c893a645f280c0f820dee470676c,Will a candidate from another party win Pennsylvania US Senate Election?,2024-04-03T22:48:35+00:00,0.029,43.5,2024-11-22T03:59:39+00:00,False,2209
0x05904e19533e1babd563de24a3da89d87d00741b98b6dc692025f21ef6c52319,Will a Democrat win Nevada US Senate Election?,2024-04-03T22:53:21+00:00,0.5941,300.0,2024-11-09T09:45:36+00:00,True,2105
0x99cae1b83694726803dd03dea2465fee332ba788b8a9d24e42e9ddd5391c6b9b,Will a Republican win Nevada US Senate Election?,2024-04-03T22:54:09+00:00,0.41,118.0,2024-11-09T09:45:38+00:00,False,1297
0xc1b184c4724ad7d832320e5189dd4eddffd53a936733cb4dbf018a8dde1b3703,Will a Republican win Michigan US Senate Election?,2024-04-03T23:01:03+00:00,0.25,150.0,2024-11-07T13:28:03+00:00,False,844
0x673bc2e3150161fc6dda2080d0a1c2ff095832b4b914d3d903b9a548666e6d38,Will a Democrat win Michigan US Senate Election?,2024-04-03T23:02:07+00:00,0.74,185.0,2024-11-07T13:32:58+00:00,True,1395
0xa059663a859bac52841660e1fc2ed3fc247f04f549e3fb306c531527a76514ea,Will a candidate from another party win Arizona US Senate Election?,2024-04-03T23:04:05+00:00,0.03,141.66,2024-11-12T10:39:33+00:00,False,6861
0xb17631413f217b33763f011a61990dd420f760af13bba6cdccd68c52b2b72d4e,Will a Democrat win Arizona US Senate Election?,2024-04-03T23:10:03+00:00,0.64,160.0,2024-11-12T10:39:23+00:00,True,9786
0x57dc89d2f5803961a1c72add5969c2887f9591821d05421f2819fa17b664dd59,Will a Republican win Ohio US Senate Election?,2024-04-04T00:54:30+00:00,0.54,5.0,2024-11-07T06:26:38+00:00,True,3787
0x7eca3eee73a4d437797aeb9a1815aaf4484403bdb926791f7e5c435a7f05f0e3,Will a Democrat win Ohio US Senate Election?,2024-04-04T01:18:56+00:00,0.46,46.0,2024-11-07T06:31:25+00:00,False,2267
0x2f0bae3cdd6c42468ebfd30df5a93adcbe666d891674116b990bae8d11b7f511,Will a Democrat win Montana US Senate Election?,2024-04-04T02:08:50+00:00,0.51,49.0,2024-11-06T22:36:07+00:00,False,851
0xd092a7bd509c547431c12e86c8e7df40194da3790af8b34aeee04dcbf2e2359f,Will a Democrat win Florida US Senate Election?,2024-04-04T03:15:32+00:00,0.12,24.0,2024-11-06T16:13:33+00:00,False,460
0x9df4efa8764eec4d1bd089e8598447d32408951ad502f483eecae2e0a19480bd,Will a Democrat win Pennsylvania US Senate Election?,2024-04-04T03:18:40+00:00,0.78,78.0,2024-11-22T04:10:15+00:00,False,1661
0xac7162f96876ea602d984de6f9800b8a4b8a45897e798a7630d9e004ae5b9a0b,Will a Republican win Arizona US Senate Election?,2024-04-04T03:35:06+00:00,0.35,455.0,2024-11-12T10:39:27+00:00,False,8270
0xc65fdad4b98c013eb3bdf964f36fa595f82d0fed3916ba2da6d4568355b167a8,Will a Republican win Florida US Senate Election?,2024-04-04T06:25:48+00:00,0.88,176.0,2024-11-06T13:51:28+00:00,True,558
0xc1a4830eef6f60d9e0f05ecb5aa81b11d7d361e1a869c0138219840af849a986,Will a Republican win Pennsylvania US Senate Election?,2024-04-04T10:47:12+00:00,0.22,1148.16,2024-11-22T03:59:43+00:00,True,2939
